"Christopher Darnton, ""The Provenance Problem: Research Methods and Ethics in the Age of WikiLeaks,""",...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21
1,Watch Thy Neighbor.,"Bamford, James",FP,217,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Fear this Man,"Kushner, David.",FP,218,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,False Idols.,"Wrong, Michela",FP,218,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Every Move You Make,"Bamford, James",FP,220,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Keynote Cosmos.,"Peek, Katie",FP,220,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,UK cyber security and critical national infrastructure protection,"Stoddart, Kristan",IA,92,5,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Trade and peace: the EU and Gaddafi's final decade,"Kamel, Amir",IA,92,3,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,China's ambition in the South China Sea: is a legitimate maritime order possible?,"Morton, Katherine",IA,92,4,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Public-private partnerships in national cyber-security strategies,"Carr, Madeline",IA,92,1,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,A kingdom in crisis: Thailand's struggle for democracy in the 21st century. By Andrew MacGregor Marshall: ‘Good coup’ gone bad: Thailand's political developments since Thaksin's downfall. Edited by Pavin Chachavalpongpun,"Copeland, Matthew P.",IA,92,3,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"The hacked world order: how nations fight, trade, maneuver, and manipulate in the digital age. By Adam Segal: Internet wars: the struggle for power in the 21st century. By Fergus Hanson","Nocetti, Julien",IA,92,5,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Shocking Intellectual Austerity: The Role of Ideas in the Demise of the Gold Standard in Britain,"Morrison, James Ashley",IO,70,1,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Facing Off and Saving Face: Covert Intervention and Escalation Management in the Korean War,"Carson, Austin",IO,70,1,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Deterrence and Dissuasion in Cyberspace,"Nye, Joseph S., Jr.",IS,41,3,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,To Arm or to Ally?: The Patron’s Dilemma and the Strategic Logic of Arms Transfers and Alliances,"Yarhi-Milo, Keren, Alexander Lanoszka, and Zack Cooper",IS,41,2,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Deal or No Deal?: The End of the Cold War and the U.S. Offer to Limit NATO Expansion,"Shifrinson, Joshua R. Itzkowitz",IS,40,4,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Future Warfare in the Western Pacific: Chinese Antiaccess/Area Denial, U.S. AirSea Battle, and Command of the Commons in East Asia","Biddle, Stephen, and Ivan Oelrich",IS,41,1,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Influencing Clients in Counterinsurgency: U.S. Involvement in El Salvador’s Civil War, 1979–92","Ladwig, Walter C., III",IS,41,1,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Improvised Transnationalism: Clandestine Migration at the Border of Anthropology and International Relations,"Brigden, Noelle K.",ISQ,60,2,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Sites of Knowledge (Re-)Production: Toward an Institutional Sociology of International Relations Scholarship,"Grenier, Félix, and Jonas Hagmann",ISR,18,2,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Questioning the Transparency Mantra in Green Governance,"Ali, Saleem",ISR,18,2,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Not Learning Lessons,"MacGinty, Roger",ISR,18,3,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Reputations and Signaling in Coercive Bargaining,"Sechser, Todd S.",JCR,62,2,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Theory, 'truthers', and transparency: Reflecting on knowledge in the twenty-first century","Fluck, Matthew",RIS,42,1,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The knowledge gap in world politics: Assessing the sources of citizen awareness of the United Nations Security Council,"Dellmuth, Lisa Maria",RIS,42,4,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Discursive Emotional Appeals in Sustaining Violent Social Movements in Iraq, 2003–11","Sargsyan, Irena, and Andrew Bennett",SS,25,4,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Multimethod Research: A Case for Formal Theory,"Goemans, Hein, and William Spaniel",SS,25,1,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"The Petroleum Paradox: Oil, Coercive Vulnerability, and Great Power Behavior","Kelanic, Rosemary",SS,25,2,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Ethnic Inequality and the Ethnification of Political Parties: Evidence from India,"Huber, John D., and Pavithra Suryanarayan",WP,68,1,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,International Knowledge and Domestic Evaluations in a Changing Society: The Case of China,"Huang, Haifeng",APSR,109,3,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Propaganda as Signaling,"Huang, Haifeng",CP,47,4,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Emotions and the communication of intentions in face-to-face diplomacy,"Wong, Seanon S.",EJIR,22,1,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,We have never been civilized: Torture and the materiality of world political binaries,"Austin, Jonathan Luke",EJIR,23,1,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Islamic Scripture Is Not the Problem,"McCants, William",FA,94,4,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Anti-Innovators: How Special Interests Undermine Entrepreneurship,"Bessen, James",FA,94,1,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The G-Word: The Armenian Massacre and the Politics of Genocide,"de Waal, Thomas",FA,94,1,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Under the Sea: The Vulnerability of the Commons,"Martinage, Robert",FA,94,1,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Obama's Libya Debacle: How a Well-Meaning Intervention Ended in Failure,"Kuperman, Alan J",FA,94,2,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Power to the Poor: Provide Energy to Fight Poverty,"Bazilian, Morgan D",FA,94,2,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Upgrading the Grid: How to Modernize America's Electrical Infrastructure,"Warshay, Brian",FA,94,2,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,How to Deter China: The Case for Archipelagic Defense,"Krepinevich, Andrew F, Jr",FA,94,2,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,City Century: Why Municipalities Are the Key to Fighting Climate Change,"Bloomberg, Michael",FA,94,5,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Ebola's Lessons: How the WHO Mishandled the Crisis,"Garrett, Laurie",FA,94,5,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,ISIS as Revolutionary State: New Twist on an Old Story,"Walt, Stephen M",FA,94,6,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Resistible Rise of Vladimir Putin: Russia's Nightmare Dressed Like a Daydream,"Kotkin, Stephen",FA,94,2,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Who Lost Congo? The Consequences of Covert Action,"Cohen, Herman J; Charles G Cogan, and Stephen R Weissman",FA,94,1,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Torture Blame Game: The Botched Senate Report on the CIA's Misdeeds,"Jervis, Robert",FA,94,3,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Putin's Hard Turn: Ruling Russia in Leaner Times,"Yaffa, Joshua",FA,94,3,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Illusions of Grandeur,"Zaitchik, Alexander",FP,212,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Second Floor to the Left, Please.","Wittmeyer, Alicia",FP,210,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Hunt for Justice.,Foreign Policy,FP,214,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Missed Calls.,"Bamford, James",FP,213,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Mission: Unstoppable,"Dreazen, Yochi, and Seán Naylor",FP,212,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Cloak and Danger.,"Bamford, James",FP,215,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Triggering the Norms Cascade: Brazil's Initiatives for Curbing Electronic Espionage,"Abdenur, Adriana Erthal, and Carlos Frederico Pereira da Silva Gama",GG,21,3,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Engagement without recognition: the limits of diplomatic interaction with contested states,"Ker-Lindsay, James",IA,91,2,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Troublemakers: Laura Poitras and the problem of dissent,"Danchev, Alex",IA,91,2,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Contest and conquest: Russia and global internet governance,"Nocetti, Julien",IA,91,1,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Scholarship and the ship of state: rethinking the Anglo-American strategic decline analogy,"Epstein, Katherine",IA,91,2,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Sino-Soviet alliance: an international history. By Austin Jersild,"Zhai, Qiang",IA,91,3,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Extrastatecraft: the power of infrastructure space. By Keller Easterling,"Acuto, Michele",IA,91,3,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Keeping the Bombs in the Basement: U.S. Nonproliferation Policy toward Israel, South Africa, and Pakistan","Rabinowitz, Or, and Nicholas L. Miller",IS,40,1,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"The Showdown That Wasn’t: U.S.-Israeli Relations and American Domestic Politics, 1973–75","Jackson, Galen",IS,39,4,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Beyond Emboldenment: How Acquiring Nuclear Weapons Can Change Foreign Policy,"Bell, Mark S.",IS,40,1,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Assuring Assured Retaliation: China’s Nuclear Posture and U.S.-China Strategic Stability,"Cunningham, Fiona S., and M. Taylor Fravel",IS,40,2,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Stasis or Decay? Reconciling Covert War and the Democratic Peace,"Poznansky, Michael",ISQ,59,4,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Role of Domestic Opposition and International Justice Regimes in Peaceful Transitions of Power,"Nalepa, Monika, and Emilia Justyna Powell",JCR,60,7,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Filtering revolution: Reporting bias in international newspaper coverage of the Libyan civil war,"Baum, Matthew, and Yuri Zhukov",JPR,52,3,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Global Governance of Large Technical Systems,"Mayer, Maximilian, and Michele Acuto",MIL,43,2,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Power Plays in Global Internet Governance,"Carr, Madeline",MIL,43,2,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Neopluralism and globalization: the plural politics of the Motion Picture Association,"Bohas, Alexandre",RIPE,22,6,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Something left to lose? Network preservation as a motive for protectionist responses to foreign takeovers,"Callaghan, Helen",RIPE,22,2,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,An alternative mode of international order: The international administrative union in the nineteenth century,"Howland, Douglas",RIS,41,1,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Reassessing Hedging: The Logic of Alignment in East Asia,"Lim, Darren, and Zack Cooper",SS,24,4,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Rage of Honor: Entente Indignation and the Lost Chance for Peace in the First World War,"Lanoszka, Alexander, and Michael Hunzeker",SS,24,4,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,War and the Inner Circle: Democratic Elites and the Politics of Using Force,"Saunders, Elizabeth",SS,24,3,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Tell Me a Story: FDR, Narrative, and the Making of the Second World War","Krebs, Ron",SS,24,1,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Moderating Diffusion: Military Bureaucratic Politics and the Implementation of German Doctrine in South America, 1885–1914","Grauer, Ryan",WP,67,2,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Activation, Conversion, or Reinforcement? The Impact of Partisan News Exposure on Vote Choice","Dilliplane, Susanna",AJPS,58,1,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Dollars on the Sidewalk: Should U.S. Presidential Candidates Advertise in Uncontested States?,"Urban, Carly, and Sarah Niebler",AJPS,58,2,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Spatial and Temporal Proximity: Examining the Effects of Protests on Political Attitudes,"Wallace, Sophia J., Chris Zepeda-Millán, and Michael Jones-Correa",AJPS,58,2,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Governing differentiation: On standardisation as political steering,"Peña, Alejandro M.",EJIR,21,1,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Contested norms in new-adopter states: International determinants of LGBT rights legislation,"Ayoub, Phillip M.",EJIR,21,2,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Iceland's Saga: A Conversation With Ólafur Ragnar Grímsson,"Reid, Stuart",FA,93,1,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,As Objects Go Online: The Promise (and Pitfalls) of the Internet of Things,"Gershenfeld, Neil",FA,93,2,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"What Really Happened in Iran: The CIA, the Ouster of Mosaddeq, and the Restoration of the Shah","Takeyh, Ray",FA,93,4,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Case for Net Neutrality: What's Wrong With Obama's Internet Policy,"Ammori, Marvin",FA,93,4,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"What Really Happened in Congo: The CIA, the Murder of Lumumba, and the Rise of Mobutu","Weissman, Stephen R",FA,93,4,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,A Woman of the People: Elizabeth Warren and the Future of the American Left,"Tomasky, Michael",FA,93,5,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Hypocrisy Hype: Can Washington Still Walk and Talk Differently?/Farrell and Finnemore Reply,"Cohen, Michael A",FA,93,2,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Live and Let Leak: State Secrets in the Snowden Era,"Shafer, Jack",FA,93,2,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Rebooting Rwanda: A Conversation With Paul Kagame,"Tepperman, Jonathan",FA,93,3,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,What's the Matter With Russia? Putin and the Soviet Legacy,"Gessen, Keith",FA,93,4,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"What Really Happened in Bangladesh: Washington, Islamabad, and the Genocide in East Pakistan","Saunders, Harold H",FA,93,4,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Showdown in Santiago: What Really Happened in Chile?,Anonymous,FA,93,5,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Recent Books: Eastern Europe and Former Soviet Republics: Secret Cables of the Comintern, 1933-1943","Legvold, Robert",FA,93,6,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Supercollider Handyman,"Dinardo, Kelly",FP,208,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Can an American Soldier Ever Die in Vain?,"Samet, Elizabeth",FP,206,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Think Again: Megacities.,"Kalan, Jonathan",FP,206,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Our Man in Africa.,"Bronner, Michael",FP,204,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Who Are the Norm Makers? The Asian-African Conference in Bandung and the Evolution of Norms,"Acharya, Amitav",GG,20,3,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,A call for a new Japanese foreign policy: the dilemmas of a stakeholder state,"Inoguchi, Takashi",IA,90,4,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Organizing for British national strategy,"Evans, Alexander",IA,90,3,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Cosmos, chaos: finance, power and conflict","James, Harold",IA,90,1,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Waiting for Kant: devaluing and delegitimizing nuclear weapons,"Ritchie, Nick",IA,90,3,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Secret Success of Nonproliferation Sanctions,"Miller, Nicholas L",IO,68,4,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Emperor Has No Clothes: The Limits of OPEC in the Global Oil Market,"Colgan, Jeff",IO,68,3,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Impact of China on Cybersecurity: Fiction and Friction,"Lindsay, Jon R.",IS,39,3,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,From Advocacy to Confrontation: Direct Enforcement by Environmental NGOs,"Eilstrup-Sangiovanni, Mette, and Teale N. Phelps Bondaroff",ISQ,58,2,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Difference a Day Makes: Understanding the End of the Sino-American “Tacit Alliance”,"Moore, Gregory",ISR,16,4,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Making Bodies Matter in IR,"Wilcox, Lauren",MIL,43,1,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Governing the market in a globalizing era: Developmental states, global production networks and inter-firm dynamics in East Asia","Yeung, Henry",RIPE,21,1,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Domestic legitimacy politics and varieties of regionalism in East Asia,"Cho, Il Hyun, and Seo-Hyun Park",RIS,40,3,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Why the Internet Is Not Increasing Terrorism,"Benson, David C.",SS,23,2,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"The Spread of Military Innovations: Adoption Capacity Theory, Tactical Incentives, and the Case of Suicide Terrorism","Gilli, Andrea, and Mauro Gilli",SS,23,3,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Force or Friendship? Explaining Great Power Nonproliferation Policy,"Kroenig, Matthew",SS,23,1,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Nuclear Dominoes: A Self-Defeating Prophecy?,"Miller, Nicholas",SS,23,1,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,On the Ideological Foundations of Supreme Court Legitimacy in the American Public,"Bartels, Brandon L., and Christopher D. Johnston",AJPS,57,1,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Let’s bullshit! Arguing, bargaining and dissembling over Darfur","Seymour, Lee J.M.",EJIR,20,3,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The End of Hypocrisy: American Foreign Policy in the Age of Leaks,"Farrell, Henry, and Martha Finnemore",FA,92,6,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,In Defense of Citizens United: Why Campaign Finance Reform Threatens American Democracy,"Hubbard, Glenn, and Tim Kane",FA,92,4,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"The Coming Arctic Boom: As the Ice Melts, the Region Heats Up","Borgerson, Scott",FA,92,4,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Helping Congo Help Itself: What It Will Take to End Africa's Worst War,"Stearns, Jason K",FA,92,5,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Red White: Why a Founding Father of Postwar Capitalism Spied for the Soviets,"Steil, Benn",FA,92,2,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Pyongyang Perseveres: Why Washington Should Learn to Work With North Korea,"Delury, John",FA,92,4,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Frankfurt School at War: The Marxists Who Explained the Nazis to Washington,"Scheuerman, William E",FA,92,4,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Making things better.,Foreign Policy,FP,203,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Prince of the White House.,"Abrams, Elliott",FP,199,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Hacktivism,"McCormick, Ty",FP,200,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Keep Friends Close, but Colleagues Closer: Efficiency in the Establishment of Peace Operations","Hardt, Heidi",GG,19,3,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Coalitions, institutions and big tents: the new strategic reality of armed intervention","Rynning, Sten",IA,89,1,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Fifty shades of purple? A risk-sharing approach to the 2015 Strategic Defence and Security Review,"Cornish, Paul, and Andrew Dorman",IA,89,5,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The democracy tradition in US foreign policy and the Obama presidency,"Bouchet, Nicolas",IA,89,1,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Reconciliation and research in Afghanistan: an analytical narrative,"Waldman, Thomas",IA,89,4,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Britain, the United Arab Emirates and the defence of the Gulf revisited","Kelly, Saul, and Gareth Stansfield",IA,89,5,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Emotion and Strategy in the Korean War,"Mercer, Jonathan",IO,67,2,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Force of Face-to-Face Diplomacy: Mirror Neurons and the Problem of Intentions,"Holmes, Marcus",IO,67,4,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Myth of Cyberwar: Bringing War in Cyberspace Back Down to Earth,"Gartzke, Erik",IS,38,2,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,A Model Humanitarian Intervention?: Reassessing NATO’s Libya Campaign,"Kuperman, Alan J.",IS,38,1,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Global Transformation: The Nineteenth Century and the Making of Modern International Relations,"Buzan, Barry, and George Lawson",ISQ,57,3,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Integrating Equality: Globalization, Women's Rights, and Human Trafficking","Cho, Seo-Young",ISQ,57,4,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Six Models for the Internet + Politics,"Fung, Archon, Hollie Russon Gilman, and Jennifer Shkabatur",ISR,15,1,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Long Road to Public Diplomacy 2.0: The Internet in US Public Diplomacy,"Cull, Nicholas J.",ISR,15,1,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Between Statecraft and Humanism: Diplomacy and Its Forms of Knowledge,"Constantinou, Costas M.",ISR,15,2,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
